"","inexpfte","ugds_nhpi","city","st_fips","avgfacsal","tuitionfee_out","highdeg","ccugprof","main","tuitfte","tuitionfee_in","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ugds","ccbasic","zip","pftfac","hbcu","pptug_ef2","ugds_nra","ugds_white","nanti","pctpell","ugds_aian","numbranch","control","pbi","menonly","hcm2","ugds_unkn","aanapii","hsi","ugds_black","accredagency","tribal","ugds_hisp","ccsizset","ugds_2mor","ugds_asian","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_prog","year","par_ed_pct_hs","md_faminc","dep_inc_avg","faminc_ind","faminc","age_entry","first_gen","ind_inc_avg","appl_sch_pct_ge5","loan_ever","dependent","appl_sch_pct_ge2","appl_sch_pct_ge3","married","pell_ever","appl_sch_pct_ge4","veteran","par_ed_pct_ps","pctfloan","female","debt_mdn","ug25abv","par_ed_pct_ms","grad_debt_mdn","age_entry_sq","agege24","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"28",5818,8e-04,"Prescott",4,6621,8158,2,1,1,2060,1488,13,106148,-2,1,0,0,1,0,6383,5,86301,0.5744,0,0.7063,9e-04,0.7547,0,0.2035,0.0323,1,1,0,0,0,0.0837,0,0,0.0111,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.0974,3,0.008,0.0111,"Yavapai College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9219,NA,NA,2010,0.4679531358,19382,35267,20487,25812,29,0.516884907,20487,0.0422116528,0.346908442,0.3602853746,0.2743757432,0.1212841855,0.25,0.936087991,0.0686682521,0.049940547,0.483115093,0.069,0.5698573127,4200,NA,NA,7450.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7785,0.0039,"Phoenix",4,9181,15024,3,5,1,13130,15024,11,103644,NA,0,0,0,1,0,5662,23,85021,NA,0,0.189,4e-04,0.4373,0,0.7135,0.0244,2,3,0,0,0,0.1031,0,0,0.2836,NA,0,0.1167,9,0.0245,0.006,"Everest College-Phoenix",NA,NA,0.4465,0.4465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29445,NA,NA,2010,0.5425501838,10444,28609,14269,15961,29,0.6260955612,14269,0.0214195716,0.881352373,0.1180176396,0.3428181436,0.1132927341,0.2742545149,0.947081058,0.0466190676,0.0432591348,0.3739044388,0.8226,0.6987610248,9330,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3914,0.0019,"Tucson",4,5403,6584,2,1,1,1742,1412,11,105525,-2,1,0,0,1,0,33929,2,85709,0.2855,0,0.6074,0.0139,0.4178,0,0.2599,0.0244,1,1,0,0,0,0.1371,0,1,0.0389,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.3254,5,0.0171,0.0235,"Pima Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7213,NA,NA,2010,0.4280104712,18671,38703,18127,26317,27,0.4914921466,18127,0.0311389508,0.45829067,0.3980605915,0.3040414383,0.1105824249,0.1939408541,0.904414865,0.0560742035,0.0323435524,0.5085078534,0.1483,0.5393603566,4076,NA,NA,5846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1837,0.0011,"Phoenix",4,5792,16500,4,5,1,10550,16500,11,104717,-2,1,0,0,3,0,21559,17,85017,1,0,0.8749,0.003,0.2046,0,0.5669,0.0062,1,3,0,0,0,0.5784,0,0,0.145,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.0436,15,0.0101,0.0082,"Grand Canyon University",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32486,NA,NA,2010,0.4653625477,23984,60034,35609,38122,34,0.526242828,35609,0.0522131432,0.916837556,0.1028803988,0.4424393476,0.1956021075,0.3936965643,0.755686658,0.0972962741,0.0521500457,0.473757172,0.8365,0.7677382718,6334,NA,NA,20035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",6566,0,"Tucson",4,NA,NA,1,-2,1,10287,NA,11,103954,-2,1,0,0,1,0,83,-2,85712,NA,0,0,0.012,0.4458,0,0.5522,0,1,3,0,0,0,0.0241,0,0,0.0843,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.4096,-2,0,0.0241,"Arizona Academy of Beauty-East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22310,14600,2010,NA,13268,37726,14374,20987,27,0.4574468085,14374,NA,0.884955752,0.2831858407,0.3805309735,NA,0.2477876106,0.902654867,NA,NA,0.5425531915,0.5075,NA,5500,NA,NA,6960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",5491,0.0013,"Phoenix",4,9051,7518,2,1,1,2394,1734,11,105145,-2,1,0,0,1,0,6986,9,85034,1,0,0.8254,0.0057,0.4572,0,0.2006,0.0366,2,1,0,0,0,0.0832,0,1,0.0975,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2703,3,0.0086,0.0397,"GateWay Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13165,NA,NA,2010,0.4208194906,21778,39402,25768,28919,30,0.515503876,25768,0.0478202847,0.650133452,0.231094306,0.4475088968,0.1854982206,0.25,0.834741993,0.0925266904,0.0371441281,0.484496124,0.1948,0.596975089,6575,NA,NA,7147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3365,0.0033,"Phoenix",4,NA,NA,1,-2,1,9773,NA,11,105215,-2,1,0,0,1,0,3371,-2,85027,NA,0,0,6e-04,0.7648,0,0.6055,0.0208,3,3,0,0,0,0.051,0,0,0.0255,"Accrediting Commission of Career Schools and Colleges",0,0.0937,-2,0.0341,0.0062,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47435,24700,2010,0.492142189,26936,58727,23227,40585,26,0.5358278765,23227,0.0090593981,0.950449031,0.4889711675,0.1574759729,0.0388372459,0.1554277611,0.75689302,0.0166220262,0.0744446195,0.4641721235,0.8883,0.0337167166,15372,NA,NA,18688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2802,NA,"Scottsdale",4,NA,NA,1,-2,0,8111,NA,21,480347,-2,1,0,0,1,0,NA,-2,85250,NA,0,NA,NA,NA,0,NA,NA,3,3,0,0,0,NA,0,0,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,NA,-2,NA,NA,"International School of Cosmetology-Toni & Guy Hairdressing Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",3472,NA,"Tempe",4,NA,NA,1,-2,0,2434,NA,12,484899,-2,1,0,0,1,0,NA,-2,85284,NA,0,NA,NA,NA,0,NA,NA,2,3,0,0,0,NA,0,0,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,NA,-2,NA,NA,"Aveda Institute-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1944,0,"Fountain Hills",4,NA,NA,1,-2,1,10364,NA,21,404037,-2,1,0,0,1,0,11,-2,85268,NA,0,0,0,0.8182,0,0,0,1,3,0,0,0,0.0909,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.0909,-2,0,0,"American Institute of Interior Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500,2010,NA,24359,NA,NA,22347,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4914,NA,"Scottsdale",4,NA,NA,1,-2,1,9941,NA,11,460914,-2,1,0,0,1,0,NA,-2,85254,NA,0,NA,NA,NA,0,NA,NA,1,3,0,0,0,NA,0,0,NA,"Council on Occupational Education",0,NA,-2,NA,NA,"Penrose Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1761,NA,"Phoenix",4,3396,NA,3,10,0,13937,NA,11,474890,-2,1,0,0,2,0,NA,26,85051,0.35,0,NA,NA,NA,1,NA,NA,3,2,0,0,0,NA,0,1,NA,"Accrediting Commission of Career Schools and Colleges",0,NA,6,NA,NA,"CollegeAmerica-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",3937,NA,"Phoenix",4,NA,NA,1,-2,0,7589,NA,11,474915,-2,1,0,0,1,0,NA,-2,85022,NA,0,NA,NA,NA,0,NA,NA,3,3,0,0,0,NA,0,0,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,NA,-2,NA,NA,"Avalon School of Cosmetology-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",14639,0.0099,"Phoenix",4,NA,NA,1,-2,0,22342,NA,11,450845,NA,0,0,0,1,0,101,-2,85051,NA,0,0.3564,0,0.4356,0,0.6845,0,85,3,0,0,0,0.3168,0,0,0.0396,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.0693,-2,0.1188,0.0099,"Regency Beauty Institute-Metro Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37250,17175,2010,0.4924605596,16158,49772,15422,28170,25,0.5389174584,15422,0.036492139,0.906966681,0.3711236117,0.416270013,0.1630607241,0.1675320929,0.857637386,0.0698831675,0.0087263811,0.4610825416,0.7326,0.9469926439,8375,NA,NA,13034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2740,0,"Chandler",4,NA,NA,1,-2,1,9265,NA,21,455725,-2,1,0,0,1,0,133,-2,85224,NA,0,0,0,0.6165,0,0.64,0.015,1,3,0,0,0,0,0,0,0.0902,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2782,-2,0,0,"Studio Academy of Beauty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21961,15713,2010,0.40969163,18548,55605,22697,34755,26,0.4845814978,22697,NA,0.893129771,0.3664122137,0.3473282443,0.1374045802,0.2022900763,0.786259542,NA,NA,0.5154185022,0.8571,NA,6333,NA,NA,6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2581,0.0049,"Phoenix",4,5018,19812,4,11,0,9410,19812,11,456348,-2,1,1,0,3,0,5351,17,85021,0.0797,0,0.5567,0.006,0.4822,0,0.6151,0.0101,28,3,0,0,0,0.0905,0,0,0.3024,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,0.0667,15,0.0318,0.0056,"Argosy University-Phoenix Online Division",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30467,NA,NA,2010,0.4687236731,15560,43558,20687,23655,33,0.5320134794,20687,0.0466031483,0.911557581,0.1297845899,0.4477216239,0.1828500414,0.2684341342,0.845111848,0.0858326429,0.0550952775,0.4679865206,0.8556,0.735998343,6775,NA,NA,24504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2456,0.0056,"Mesa",4,4071,NA,2,4,0,5481,NA,21,456038,-2,1,0,0,1,0,535,10,85209,0.4091,0,0,0.0019,0.5813,0,0.4927,0.0093,11,3,0,0,0,0.1308,0,0,0.028,"Accrediting Bureau of Health Education Schools",0,0.2037,1,0.0206,0.0187,"Pima Medical Institute-East Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18791,10150,2010,0.4445795956,21285,49393,24275,31959,27,0.5128478029,24275,0.0210405509,0.919918388,0.3059168579,0.2700841622,0.0919408314,0.2515302219,0.778436623,0.0411884723,0.026523846,0.4871521971,0.7469,0.8156720224,7500,NA,NA,7682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4846,NA,"Tucson",4,2778,NA,4,0,1,14885,NA,11,446039,-2,1,0,0,4,0,NA,26,85716,NA,0,NA,NA,NA,0,NA,NA,1,3,0,0,0,NA,0,0,NA,"Accrediting Commission for Acupuncture and Oriental Medicine",0,NA,18,NA,NA,"Arizona School of Acupuncture and Oriental Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4112,0.0019,"Phoenix",4,NA,NA,1,-2,0,1792,NA,11,246895,-2,1,0,0,1,0,1076,-2,85034,NA,0,0.0177,0,0.3894,0,0.2471,0.0437,2,1,0,0,0,0.0586,0,0,0.132,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.3086,-2,0.04,0.026,"Maricopa Skill Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25158,7665,2010,0.4208194906,21778,39402,25768,28919,30,0.515503876,25768,0.0478202847,0.650133452,0.231094306,0.4475088968,0.1854982206,0.25,0.834741993,0.0925266904,0.0371441281,0.484496124,0.2014,0.596975089,6575,NA,NA,7147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2511,0,"Tempe",4,NA,NA,1,-2,1,5993,NA,12,262341,-2,1,0,0,1,0,728,-2,85282,NA,0,0,0,0.6511,0,0.4501,0.0124,1,3,0,0,0,0.0192,0,0,0.1126,"Accrediting Commission of Career Schools and Colleges",0,0.1442,-2,0.0577,0.0027,"Conservatory of Recording Arts and Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32507,16150,2010,0.3619047619,29759,68594,18840,47512,24,0.3914285714,18840,0.0254237288,0.934745763,0.5762711864,0.2406779661,0.0847457627,0.0745762712,0.653389831,0.0457627119,0.0305084746,0.6085714286,0.7477,0.0779661017,8125,NA,NA,11125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",5115,0.0029,"Phoenix",4,5836,NA,2,3,0,13764,NA,11,250601,-2,1,0,0,2,0,694,10,85017,0.32,0,0,0,0.4914,0,0.5115,0.0403,6,3,0,0,0,0.0865,0,0,0.0706,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,0.2767,1,0.0043,0.0274,"Carrington College-Westside",NA,NA,1,0.9973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27542,13295,2010,0.4483104717,16723,39044,19694,25416,27,0.5682502509,19694,0.0205080709,0.894151892,0.2957131516,0.256813972,0.0837523154,0.2069330511,0.88224398,0.0366499074,0.0239481344,0.4317497491,0.6715,0.773485049,9500,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",11139,0.0132,"Tempe",4,NA,NA,1,-2,1,18499,NA,12,419156,-2,1,0,0,1,0,76,-2,85282,NA,0,0,0.0132,0.4211,0,0.3691,0,2,3,0,0,0,0,0,0,0.1974,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2237,-2,0,0.1316,"Carsten Institute of Cosmetology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28594,14000,2010,0.3949275362,21649,58604,21364,34110,27,0.4347826087,21364,0.0505952381,0.9375,0.3422619048,0.3392857143,0.1428571429,0.1696428571,0.693452381,0.0833333333,NA,0.5652173913,0.6711,0.8601190476,7156,NA,NA,7553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",7824,0.0203,"Tucson",4,2597,NA,3,6,0,20795,NA,11,438179,-2,1,0,0,1,0,984,23,85711,0.5185,0,0,0,0.2449,0,0.9592,0.0254,4,3,0,0,0,0.0335,0,0,0.1077,"Accrediting Council for Independent Colleges and Schools",0,0.564,6,0,0.0041,"Brookline College-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23629,13750,2010,0.4863842663,10314,26590,12785,15555,28,0.5990922844,12785,0.0184132142,0.931627403,0.2006498781,0.255077173,0.0835364203,0.2083671812,0.958841051,0.0379095586,0.018819388,0.4009077156,0.948,0.7841862984,8937,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5427,0.0074,"Scottsdale",4,NA,NA,1,-2,1,7936,NA,12,105482,-2,1,0,0,1,0,135,-2,85257,NA,0,0.2593,0,0.6593,0,0.4946,0.037,1,3,0,0,0,0.0074,0,0,0.0667,"Accrediting Council for Continuing Education & Training",0,0.0963,-2,0.1037,0.0222,"Cortiva Institute-Scottsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18489,11150,2010,0.3580786026,27283,59580,31324,39108,31,0.4017467249,31324,NA,0.958490566,0.2754716981,0.2528301887,0.1018867925,0.2264150943,0.671698113,NA,NA,0.5982532751,0.7025,0.7509433962,9313.5,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",9626,0,"Phoenix",4,NA,NA,1,-2,1,10458,NA,11,105677,-2,1,0,0,1,0,36,-2,85007,NA,0,0,0,1,0,0.4262,0,1,3,0,0,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,0,-2,0,0,"Roberto-Venn School of Luthiery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19003,9950,2010,NA,24659,83804,26274,47605,28,NA,26274,NA,NA,0.3707865169,NA,NA,0.1573033708,0.584269663,NA,NA,NA,0.6393,NA,7315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",6584,0.002,"Scottsdale",4,9505,7518,2,1,1,2294,1734,41,105747,-2,1,0,0,2,0,7963,3,85256,1,0,0.5807,0.0124,0.659,0,0.1459,0.0435,1,1,0,0,0,0.0743,0,0,0.0424,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1311,4,0.0121,0.0231,"Scottsdale Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12326,NA,NA,2010,0.3797799895,23605,52401,21850,36287,26,0.4148768989,21850,0.0729673384,0.65022006,0.4725503822,0.5130877924,0.2460041696,0.1216122307,0.767199444,0.1304146398,0.0310400741,0.5851231011,0.1572,0.5237433403,3750,NA,NA,8666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",12071,0.0015,"Tucson",4,10303,24597,4,13,1,12441,8237,11,104179,-2,1,0,0,3,0,30343,15,85721,0.7352,0,0.115,0.0346,0.61,0,0.2653,0.0123,1,1,0,0,0,0.021,0,0,0.0318,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1986,15,0.0393,0.0509,"University of Arizona",NA,NA,0.7536,0.7536,480,610,470,610,NA,NA,545,540,NA,21,27,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1093,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20537,NA,NA,2010,0.2828685259,44547,81233,19800,70068,21,0.3153748642,19800,0.1401939475,0.836314998,0.8182578164,0.5169704063,0.2945995653,0.051162013,0.667697709,0.1993813744,0.0127069052,0.6846251358,0.3591,0.5433873934,10715,NA,NA,15848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",3443,0,"Tucson",4,NA,NA,1,-2,1,12540,NA,11,105987,-2,1,0,0,1,0,577,-2,85711,NA,0,0,0.0035,0.2496,0,0.6322,0.0416,1,3,0,0,0,0.1438,0,0,0.052,"Accrediting Council for Independent Colleges and Schools",0,0.4749,-2,0.0052,0.0295,"Tucson College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23665,13855,2010,0.5044136192,10413,26890,12227,15362,27,0.5901639344,12227,NA,0.890876565,0.2137745975,0.1824686941,0.0483005367,0.2039355993,0.954382827,NA,0.0161001789,0.4098360656,0.5199,0.6323792487,8583,NA,NA,8839.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",3883,0.0213,"Tucson",4,5464,11904,3,11,0,10380,11904,11,104364,-2,1,0,0,2,0,800,23,85712,0.0893,0,0,0,0.5113,0,0.8473,0.0975,33,3,0,0,0,0.0475,0,0,0.1013,"Accrediting Council for Independent Colleges and Schools",0,0.185,6,0.0188,0.0175,"Brown Mackie College-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22010,NA,NA,2010,0.5279214064,14015,30565,16041,19054,29,0.597983454,16041,0.0314232902,0.44136373,0.2074347915,0.9445471349,0.2776750873,0.2238652701,0.947422469,0.0833846786,0.056274389,0.402016546,0.8555,0.7313616759,8021,NA,NA,16555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
