"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","pctpell","curroper","ugds_nhpi","distanceonly","womenonly","ugds_aian","ugds","preddeg","annhi","ccbasic","zip","ugds_2mor","pftfac","hbcu","ugds_black","nanti","ugds_unkn","ugds_asian","numbranch","control","pptug_ef2","ugds_nra","pbi","menonly","hcm2","ugds_white","aanapii","hsi","accredagency","tribal","ugds_hisp","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","md_faminc","loan_ever","married","par_ed_pct_ps","debt_mdn","age_entry","female","faminc","pctfloan","appl_sch_pct_ge2","pell_ever","first_gen","grad_debt_mdn","ug25abv","par_ed_pct_ms","par_ed_pct_hs","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","age_entry_sq","agege24","dependent","veteran","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"27",7510,"Flagstaff",4,7987,4,13,1,7331,13,105330,-2,0.3662,1,0.0025,0,0,0.0272,23189,3,0,16,86011,0.0517,0.6458,0,0.0336,0,0.006,0.0165,1,1,0.1735,0.0482,0,0,0,0.6109,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2034,16,"Northern Arizona University",NA,NA,0.8099,0.80994976502997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22561,NA,9990,22510,NA,2014,0.3742525201,40285,0.817273193,0.1231846916,0.6159767202,13533,24,0.6168631471,58173,0.5376,0.604818042,0.612335554,0.3840232798,20500,NA,NA,0.3445977659,0.2489321715,0.1773449513,72793,27896,NA,NA,0.6743550316,0.0047838715,27896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",5818,"Prescott",4,6621,2,1,1,2060,13,106148,-2,0.3206,1,0.0015,0,0,0.0284,5359,1,0,5,86301,0.0147,0.5744,0,0.0129,0,0.1793,0.0088,1,1,0.633,0.0022,0,0,0,0.6193,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1329,3,"Yavapai College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11321,NA,1896,8088,NA,2014,0.1549983719,17485,0.338651905,0.2331488115,0.5080796693,5250,29,0.5408661674,23434,0.1584,0.3064148486,0.910778248,0.4919203307,9374,NA,NA,0.4347989478,0.0911755129,0.0586128297,33333,18049,NA,NA,0.3523282318,0.0205144904,18049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7785,"Phoenix",4,9181,3,5,1,13130,11,103644,NA,0.8291,0,0.0046,0,0,0.0207,4102,1,0,23,85021,0.0373,NA,0,0.4405,0,0.1026,0.0017,2,3,0.4749,0,0,0,0,0.3162,0,0,NA,0,0.0763,9,"Everest College-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26404,NA,12204,12204,NA,2014,0.1802567951,6478,0.847590462,0.2069368017,0.3901314273,9481.5,30,0.7163581791,12162,0.7151,0.4147073537,0.943138236,0.6098685727,9500,NA,NA,0.5234032742,0.0885442721,0.0506920127,22187,10731,NA,NA,0.1248957812,0.0138402535,10731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3914,"Tucson",4,5403,2,1,1,1742,11,105525,-2,0.3141,1,0.0031,0,0,0.024,24590,1,0,2,85709,0.0336,0.2855,0,0.0448,0,0.0151,0.0296,1,1,0.6345,0.0072,0,0,0,0.4163,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.4263,5,"Pima Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7295,NA,1844,8048,NA,2014,0.1991610068,19091,0.300439473,0.1416300439,0.5117415663,4028,25,0.5357570915,25125,0.1274,0.4150019976,0.910906912,0.4882584337,7500,NA,NA,0.4149481464,0.1154614463,0.0666200559,32521,17494,NA,NA,0.5077906512,0.0097882541,17494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1837,"Phoenix",4,5792,4,5,1,10550,11,104717,-2,0.5055,1,0.0048,0,0,0.0093,38905,3,0,17,85017,0.0276,1,0,0.1867,0,0.0831,0.0443,1,3,0.7307,0,0,0,0,0.479,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1652,15,"Grand Canyon University",NA,NA,0.5757,0.57566629011338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30945,NA,17050,17050,NA,2014,0.2510413241,26737,0.873369506,0.3334429464,0.5142469032,11806,31,0.7626329058,41630,0.6189,0.4920256495,0.701934671,0.4857530968,18750,NA,NA,0.4284420583,0.1444152143,0.0888139866,62074,35700,NA,NA,0.2248438014,0.0089882714,35700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",6566,"Tucson",4,NA,1,-2,1,10287,11,103954,-2,0.6552,1,0.0625,0,0,0,32,1,0,-2,85712,0.0625,NA,0,0.0625,0,0,0,1,3,0,0,0,0,0,0.4688,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.3438,-2,"Arizona Academy of Beauty-East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22175,NA,NA,14500,2014,NA,11947,NA,0.2881355932,0.4583333333,5500,28,NA,18667,0.4655,NA,NA,0.5416666667,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",5491,"Phoenix",4,9051,2,1,1,2394,11,105145,-2,0.327,1,0.0029,0,0,0.0451,5211,1,0,9,85034,0.0127,1,0,0.1201,0,0.0702,0.0355,2,1,0.7465,0.0161,0,0,0,0.3585,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.3389,3,"GateWay Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12818,NA,2046,7830,NA,2014,0.2868942731,18192,0.5,0.1894273128,0.4459269663,6364.5,29,0.5718612335,23994,0.2189,0.5399229075,0.848017621,0.5540730337,7283,NA,NA,0.4304775281,0.1646475771,0.0996696035,29492,21614,NA,NA,0.3020374449,0.0123898678,21614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3365,"Phoenix",4,NA,1,-2,1,9773,11,105215,-2,0.4898,1,0.0087,0,0,0.0203,1724,1,0,-2,85027,0.0812,NA,0,0.0365,0,0.0673,0.0041,3,3,0,0.0012,0,0,0,0.6972,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.0835,-2,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21633,NA,NA,29500,2014,0.1997165314,24766,0.867413993,0.1720139157,0.4787379973,15188,25,0.0395567581,36464,0.6014,0.3304986471,0.721169952,0.5212620027,18139,NA,NA,0.4598384393,0.0346604819,0.0188120088,51625,21722,NA,NA,0.4929777091,0.0341450844,21722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2802,"Scottsdale",4,NA,1,-2,0,8111,21,480347,-2,0.6404,1,0.0156,0,0,0.0313,64,1,0,-2,85250,0,NA,0,0.0625,0,0.0156,0.0156,3,3,0,0,0,0,0,0.7344,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.125,-2,"International School of Cosmetology-Toni & Guy Hairdressing Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17647,NA,NA,16100,2014,0.2237136465,21068,0.926174497,0.096196868,0.5863874346,10556,24,0.8545861298,39481,0.693,0.4720357942,0.742729307,0.4136125654,13926,NA,NA,0.3455497382,0.1342281879,0.0827740492,59122,15443,NA,NA,0.5503355705,NA,15443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",3472,"Tempe",4,NA,1,-2,0,2434,12,484899,-2,0.4831,1,0.0057,0,0,0.0455,176,1,0,-2,85284,0.0398,NA,0,0.0341,0,0.0057,0.017,2,3,0,0,0,0,0,0.6364,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2159,-2,"Aveda Institute-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17268,NA,NA,17200,2014,0.1855010661,24775,0.938166311,0.144989339,0.5491606715,9624,24,0.9424307036,39696,0.6461,0.4392324094,0.710021322,0.4508393285,10555,NA,NA,0.4100719424,0.0959488273,0.0639658849,58237,22452,NA,NA,0.4818763326,NA,22452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1944,"Fountain Hills",4,NA,1,-2,1,10364,21,404037,-2,0.359,1,0,0,0,0.0357,28,1,0,-2,85268,0,NA,0,0.0357,0,0,0.0714,1,3,0,0,0,0,0,0.8214,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.0357,-2,"American Institute of Interior Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18808,NA,NA,11900,2014,NA,18250,NA,0.3571428571,NA,8313,34,NA,35707,0.5897,NA,0.619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4914,"Scottsdale",4,NA,1,-2,1,9941,11,460914,-2,0.4386,1,0,0,0,0,186,1,0,-2,85254,0.0484,NA,0,0.0215,0,0,0.0108,1,3,0,0,0,0,0,0.7957,0,0,"Council on Occupational Education",0,0.1237,-2,"Penrose Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17846,NA,NA,15900,2014,NA,27578,0.945098039,0.1333333333,0.6495726496,10529,25,NA,45217,0.607,0.3215686275,0.6,0.3504273504,10553,NA,NA,NA,NA,0.0705882353,65026,25563,NA,NA,0.4980392157,NA,25563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1761,"Phoenix",4,3396,3,10,0,13937,11,474890,-2,0.8632,1,0.0018,0,0,0.0844,569,2,0,26,85051,0.0141,0.35,0,0.1441,1,0.0246,0.0141,3,2,0,0,0,0,0,0.2742,0,1,"Accrediting Commission of Career Schools and Colleges",0,0.4429,6,"CollegeAmerica-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA,16968,16968,NA,2014,0.1286549708,12981,0.934837093,0.1779448622,0.4212368728,16633,28,0.6875522139,17900,0.88,0.343358396,0.92898914,0.5787631272,25607.5,NA,NA,0.4574095683,0.0701754386,0.0309106099,26436,13837,NA,NA,0.3224728488,0.0200501253,13837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",3937,"Phoenix",4,NA,1,-2,0,7589,11,474915,-2,0.6774,1,0.0094,0,0,0.0031,318,1,0,-2,85022,0.0063,NA,0,0.066,0,0.0094,0.0252,3,3,0.4528,0,0,0,0,0.5912,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2893,-2,"Avalon School of Cosmetology-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15137,NA,NA,16000,2014,0.1839178785,21506,0.927288281,0.1813515825,0.5072164948,9555,24,0.9520958084,33389,0.7212,0.369546621,0.784431138,0.4927835052,11458,NA,NA,0.4350515464,0.0983746792,0.0598802395,49022,19062,NA,NA,0.4781864842,NA,19062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",14639,"Phoenix",4,NA,1,-2,0,22342,11,450845,NA,0.8167,0,0,0,0,0,39,1,0,-2,85051,0.0769,NA,0,0.1026,0,0.641,0,85,3,0.3333,0,0,0,0,0.0769,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1026,-2,"Regency Beauty Institute-Metro Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24824,NA,NA,17400,2014,0.2039036956,12463,0.866144853,0.128603983,0.4881307408,9500,24,0.9533339939,23288,0.7667,0.4615079758,0.887545824,0.5118692592,14144,NA,NA,0.4636764881,0.1092836619,0.0670761914,41621,11427,NA,NA,0.3928465273,0.0096106212,11427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2740,"Chandler",4,NA,1,-2,1,9265,21,455725,-2,0.5855,1,0.003,0,0,0.0301,332,1,0,-2,85224,0.0392,NA,0,0.1145,0,0.009,0.009,1,3,0,0,0,0,0,0.4669,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.3283,-2,"Studio Academy of Beauty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16567,NA,NA,17805,2014,0.1974110032,17118,0.870550162,0.1877022654,0.5326732673,6333,26,0.9644012945,25589,0.6218,0.4368932039,0.843042071,0.4673267327,6333,NA,NA,0.3940594059,0.0954692557,0.0566343042,41204,18118,NA,NA,0.3236245955,NA,18118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2581,"Phoenix",4,5018,4,11,0,9410,11,456348,-2,0.719,1,0.0114,1,0,0.0134,8349,3,0,17,85021,0,0.0797,0,0.317,0,0.0543,0.0055,28,3,0,0,0,0,0,0.5118,0,0,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,0.0866,15,"Argosy University-Phoenix Online Division",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33237,NA,18885,18885,NA,2014,0.1647072518,15149,0.81049936,0.1975711015,0.4900652505,10000,29,0.6097854344,24239,0.6446,0.3821829046,0.838008769,0.5099347495,24750,NA,NA,0.4450767797,0.0931207077,0.0569588329,43001,16763,NA,NA,0.2849493656,0.0498971792,16763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2456,"Mesa",4,4071,2,4,0,5481,21,456038,-2,0.3726,1,0,0,0,0.0261,459,1,0,10,85209,0.0261,0.4091,0,0.0305,0,0.0261,0.0218,11,3,0,0,0,0,0,0.5991,0,0,"Accrediting Bureau of Health Education Schools",0,0.2702,1,"Pima Medical Institute-East Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21376,NA,NA,11734,2014,0.1619844163,20276,0.890413897,0.2110944313,0.4932023507,8445,26,0.8281506898,30401,0.5783,0.3838015584,0.731717778,0.5067976493,8708,NA,NA,0.4228576441,0.0880691972,0.0501822861,43313,22720,NA,NA,0.3730073629,0.0086496533,22720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4846,"Tucson",4,2778,4,0,1,14885,11,446039,-2,NA,1,NA,0,0,NA,NA,4,0,26,85716,NA,NA,0,NA,0,NA,NA,1,3,NA,NA,0,0,0,NA,0,0,"Accrediting Commission for Acupuncture and Oriental Medicine",0,NA,18,"Arizona School of Acupuncture and Oriental Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4112,"Phoenix",4,NA,1,-2,0,1792,11,246895,-2,0.3009,1,0.0038,0,0,0.0452,796,1,0,-2,85034,0,NA,0,0.0791,0,0.0565,0.0176,2,1,0.4196,0,0,0,0,0.4573,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.3405,-2,"Maricopa Skill Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14564,NA,NA,8225,2014,0.2868942731,18192,0.5,0.1894273128,0.4459269663,6364.5,29,0.5718612335,23994,0.1958,0.5399229075,0.848017621,0.5540730337,7283,NA,NA,0.4304775281,0.1646475771,0.0996696035,29492,21614,NA,NA,0.3020374449,0.0123898678,21614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2511,"Tempe",4,NA,1,-2,1,5993,12,262341,-2,0.5656,1,0.0059,0,0,0.0149,673,1,0,-2,85282,0.0817,NA,0,0.1501,0,0,0.0149,1,3,0,0.0045,0,0,0,0.5349,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.1932,-2,"Conservatory of Recording Arts and Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28055,NA,NA,18659,2014,0.1239495798,27531,0.911764706,0.0672268908,0.6002304147,9500,24,0.1228991597,43341,0.8018,0.2804621849,0.671218487,0.3997695853,11688,NA,NA,0.3652073733,0.0693277311,0.0367647059,60193,16598,NA,NA,0.6134453782,NA,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",5115,"Phoenix",4,5836,2,3,0,13764,11,250601,-2,0.6483,1,0.0119,0,0,0.0457,503,2,0,10,85017,0.0179,0.32,0,0.0636,0,0.0358,0.0477,6,3,0.2445,0,0,0,0,0.4135,0,0,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,0.3638,1,"Carrington College-Westside",NA,NA,0.9677,0.99272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28551,NA,NA,49165,2014,0.1421956396,16430,0.880378159,0.1796256994,0.4404119667,9500,26,0.8140073317,23153,0.5264,0.3343623384,0.820374301,0.5595880333,9500,NA,NA,0.4548798431,0.0769824426,0.040902952,34181,17472,NA,NA,0.3399575535,0.0108045533,17472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",11139,"Tempe",4,NA,1,-2,1,18499,12,419156,-2,0.5851,1,0,0,0,0.0508,59,1,0,-2,85282,0.0169,NA,0,0.0678,0,0.0169,0.0339,2,3,0,0,0,0,0,0.661,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1525,-2,"Carsten Institute of Cosmetology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16227,NA,NA,16500,2014,0.1745454545,18322,0.843636364,0.1454545455,0.53,9500,25,0.92,26717,0.6277,0.4254545455,0.807272727,0.47,9500,NA,NA,NA,NA,NA,40508,16804,NA,NA,0.4181818182,NA,16804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",7824,"Tucson",4,2597,3,6,0,20795,11,438179,-2,0.7552,1,0.0099,0,0,0.0592,507,1,0,23,85711,0.0059,0.5185,0,0.0828,0,0.0079,0.0039,4,3,0.3609,0,0,0,0,0.1972,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.6331,6,"Brookline College-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26229,NA,NA,15225,2014,0.164043082,13439,0.902789285,0.2090582712,0.4439941046,9500,28,0.7785142226,19144,0.5985,0.3739298536,0.863021265,0.5560058954,9500,NA,NA,0.4517317612,0.0853355427,0.0505385253,27178,16542,NA,NA,0.244683789,0.0077326705,16542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5427,"Scottsdale",4,NA,1,-2,1,7936,12,105482,-2,0.4765,1,0,0,0,0.0345,87,1,0,-2,85257,0.046,NA,0,0.046,0,0.1724,0.0345,1,3,0.5402,0,0,0,0,0.4943,0,0,"Accrediting Council for Continuing Education & Training",0,0.1724,-2,"Cortiva Institute-Scottsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19782,NA,NA,11194,2014,NA,15263,0.921348315,0.1573033708,0.5753424658,7600,31,0.7415730337,27850,0.8591,0.2134831461,0.578651685,0.4246575342,7600,NA,NA,NA,NA,NA,48513,23321,NA,NA,0.1797752809,NA,23321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",9626,"Phoenix",4,NA,1,-2,1,10458,11,105677,-2,0.4394,1,0,0,0,0,42,1,0,-2,85007,0,NA,0,0,0,0,0,1,3,0,0.0714,0,0,0,0.9048,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.0238,-2,"Roberto-Venn School of Luthiery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20570,NA,NA,10450,2014,NA,18237,NA,NA,NA,7307,26,NA,41920,0.5303,NA,0.721518987,NA,NA,NA,NA,NA,NA,NA,70492,15439,NA,NA,0.4810126582,NA,15439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",6584,"Scottsdale",4,9505,2,1,1,2294,41,105747,-2,0.2072,1,0.0034,0,0,0.0543,7335,2,0,3,85256,0.0247,1,0,0.0543,0,0.0663,0.024,1,1,0.609,0.0125,0,0,0,0.5857,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1749,4,"Scottsdale Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12461,NA,2046,7830,NA,2014,0.3542614498,20940,0.552016985,0.0982711556,0.5738103508,4205,26,0.5235062178,31758,0.1574,0.601759175,0.787685775,0.4261896492,8716,NA,NA,0.3730461966,0.2180770397,0.1446769791,43530,20007,NA,NA,0.4995450409,0.008492569,20007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",12071,"Tucson",4,10303,4,13,1,12441,11,104179,-2,0.3349,1,0.0027,0,0,0.0115,32646,3,0,15,85721,0.0419,0.7352,0,0.0355,0,0.0096,0.0555,1,1,0.1012,0.0574,0,0,0,0.5323,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2535,15,"University of Arizona",NA,NA,0.7462,0.74617241695443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24617,NA,10957,29421,NA,2014,0.4271352313,42731,0.77019573,0.043594306,0.6790266512,13279,21,0.5513345196,69118,0.4055,0.6380782918,0.614768683,0.3209733488,19000,NA,NA,0.2837968328,0.3148576512,0.2371886121,78672,19142,NA,NA,0.8395017794,0.0040925267,19142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
