"","inexpfte","city","st_fips","avgfacsal","ugds_black","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pctpell","pftfac","hbcu","ugds_2mor","nanti","ugds_white","ugds","ugds_hisp","numbranch","ugds_unkn","ugds_nra","control","pbi","menonly","pptug_ef2","hcm2","aanapii","hsi","ugds_aian","ugds_asian","accredagency","tribal","ccsizset","instnm","ugds_nhpi","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","loan_ever","par_ed_pct_ps","appl_sch_pct_ge4","appl_sch_pct_ge5","appl_sch_pct_ge2","md_faminc","pctfloan","debt_mdn","pell_ever","married","ug25abv","grad_debt_mdn","appl_sch_pct_ge3","par_ed_pct_hs","veteran","female","faminc","first_gen","age_entry","par_ed_pct_ms","dep_inc_avg","ind_inc_avg","age_entry_sq","agege24","dependent","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"27",7510,"Flagstaff",4,7987,0.0325,4,13,1,7331,13,105330,-2,1,0,0,3,0,16,86011,0.3778,0.6458,0,0.0478,0,0.628,22011,0.1925,1,0.0063,0.0424,1,0,0,0.1561,0,0,1,0.031,0.016,"North Central Association of Colleges and Schools The Higher Learning Commission",0,16,"Northern Arizona University",0.0034,NA,NA,0.9137,0.91373679719909,470,580,470,580,450,560,525,525,505,20,25,19,25,20,26,6,8,23,22,23,7,1050,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22771,NA,9738,22093,NA,2013,0.843421499,0.6219761816,0.242370295,0.1689555782,0.5969820278,41197,0.5571,13000,0.61266531,0.1245337403,0.1989,20560.5,0.3623262123,0.3420171195,0.0055103425,0.6124109868,59760,0.3780238184,23,NA,75468,27896,NA,NA,0.6698033232,27896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",5818,"Prescott",4,6621,0.011,2,1,1,2060,13,106148,-2,1,0,0,1,0,5,86301,0.3145,0.5744,0,0.0133,0,0.656,6072,0.1178,1,0.1569,0.0018,1,0,0,0.6374,0,0,0,0.0305,0.0105,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Yavapai College",0.0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12950,NA,1872,7920,NA,2013,0.39350406,0.499271137,0.0974391006,0.0646470956,0.3257339163,17662,0.1244,4819,0.912242349,0.242660837,0.5393,9661,0.1636477202,0.4493440233,0.0312304809,0.532792005,24098,0.500728863,29,NA,33287,19270,NA,NA,0.3444722049,19270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7785,"Phoenix",4,9181,0.3158,3,5,1,13130,11,103644,NA,0,0,0,1,0,23,85021,0.8264,NA,0,0.0391,0,0.389,2761,0.1268,2,0.0873,4e-04,3,0,0,0.4611,0,0,0,0.0283,0.0058,NA,0,9,"Everest College-Phoenix",0.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25089,NA,12960,12960,NA,2013,0.849471459,0.4000392003,0.0852713178,0.0487667371,0.4016913319,6420,0.7408,5760,0.940239605,0.2105708245,0.67,9500,0.1723749119,0.5137201098,0.0210007047,0.7186751233,12775,0.5999607997,30,NA,24364,10924,NA,NA,0.1377026075,10924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3914,"Tucson",4,5403,0.0468,2,1,1,1742,11,105525,-2,1,0,0,1,0,2,85709,0.3268,0.2855,0,0.0315,0,0.4269,26600,0.4159,1,0.0141,0.0087,1,0,0,0.608,0,0,1,0.0239,0.0291,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Pima Community College",0.0032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7367,NA,1724,8048,NA,2013,0.347695391,0.5080330004,0.1230643104,0.0742393879,0.4262160685,18581,0.1599,4610,0.908362179,0.1452905812,0.4215,8367,0.2053197304,0.4152192792,0.0088358535,0.5404445254,24984,0.4919669996,26,NA,32895,17656,NA,NA,0.4808708326,17656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1837,"Phoenix",4,5792,0.2075,4,5,1,10550,11,104717,-2,1,0,0,3,0,17,85017,0.5262,1,0,0.0252,0,0.4427,34643,0.1452,1,0.122,1e-04,3,0,0,0.7698,0,0,0,0.009,0.0437,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Grand Canyon University",0.0046,NA,NA,0.548,0.54801636257385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31613,NA,17000,17000,NA,2013,0.878999788,0.5053879997,0.138747616,0.0842074592,0.4905965247,24315,0.6248,9500,0.72642509,0.3392932825,0.664,18750,0.2448347107,0.4361091628,0.0094564526,0.7692042806,39574,0.4946120003,32,NA,59291,34799,NA,NA,0.1949830473,34799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",6566,"Tucson",4,NA,0.0213,1,-2,1,10287,11,103954,-2,1,0,0,1,0,-2,85712,0.575,NA,0,0.0638,0,0.383,47,0.4894,1,0,0,3,0,0,0,0,0,0,0.0213,0.0213,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Arizona Academy of Beauty-East",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16550,NA,NA,14060,2013,NA,0.4523809524,NA,NA,NA,9123,0.475,5050,NA,0.1785714286,0.4894,5900,NA,NA,NA,NA,14576,0.5476190476,28,NA,29551,10049,NA,NA,0.2321428571,10049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",5491,"Phoenix",4,9051,0.1206,2,1,1,2394,11,105145,-2,1,0,0,1,0,9,85034,0.3374,1,0,0.0103,0,0.3807,5653,0.3004,2,0.0865,0.0193,1,0,0,0.772,0,0,1,0.0463,0.0343,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"GateWay Community College",0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12673,NA,1974,7758,NA,2013,0.5519885,0.4502601775,0.1643507427,0.0943938668,0.5543842837,17452,0.242,5753,0.852419741,0.2034020125,0.5832,6397,0.3066602779,0.430976431,0.0112601821,0.5706756109,23638,0.5497398225,29,NA,31024,20738,NA,NA,0.2819837087,20738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3365,"Phoenix",4,NA,0.0351,1,-2,1,9773,11,105215,-2,1,0,0,1,0,-2,85027,0.4818,NA,0,0.06,0,0.7213,2049,0.0918,3,0.0527,5e-04,3,0,0,0,0,0,0,0.0288,0.0024,"Accrediting Commission of Career Schools and Colleges",0,-2,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",0.0073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23695,NA,NA,28900,2013,0.884708878,0.4884716278,0.031832388,0.0187521704,0.214376664,24741,0.6593,16000,0.751707374,0.1782613728,0.571,18500,0.0715360574,0.4565787657,0.0381988656,0.0373885866,36633,0.5115283722,25,NA,52170,22236,NA,NA,0.4809584443,22236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2802,"Scottsdale",4,NA,0.0429,1,-2,0,8111,21,480347,-2,1,0,0,1,0,-2,85250,0.6408,NA,0,0,0,0.6571,70,0.2,3,0.0429,0,3,0,0,0,0,0,0,0.0286,0.0286,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"International School of Cosmetology-Toni & Guy Hairdressing Academy",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19298,NA,NA,16100,2013,0.928861789,0.5721040189,0.1300813008,0.0792682927,0.4430894309,21105,0.8155,10556,0.774390244,0.0975609756,0.1571,14699,0.2276422764,0.3758865248,NA,0.8414634146,35815,0.4278959811,24,NA,53119,17498,NA,NA,0.5142276423,17498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",3472,"Tempe",4,NA,NA,1,-2,0,2434,12,484899,-2,1,0,0,1,0,-2,85284,NA,NA,0,NA,0,NA,NA,NA,2,NA,NA,3,0,0,NA,0,0,0,NA,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Aveda Institute-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1944,"Fountain Hills",4,NA,0.0313,1,-2,1,10364,21,404037,-2,1,0,0,1,0,-2,85268,0.2647,NA,0,0,0,0.9063,32,0.0625,1,0,0,3,0,0,0,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"American Institute of Interior Design",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18995,NA,NA,11900,2013,NA,NA,NA,NA,NA,22009,0.5,8313,0.6,0.3428571429,0.875,NA,NA,NA,NA,NA,34701,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4914,"Scottsdale",4,NA,0.0056,1,-2,1,9941,11,460914,-2,1,0,0,1,0,-2,85254,0.3446,NA,0,0.0339,0,0.8588,177,0.0847,1,0.0056,0,3,0,0,0,0,0,0,0.0056,0,"Council on Occupational Education",0,-2,"Penrose Academy",0.0056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17666,NA,NA,15900,2013,0.93495935,0.6711711712,NA,NA,0.337398374,27767,0.5676,10556,0.642276423,0.1138211382,0.3051,10556,0.1707317073,NA,NA,NA,48258,0.3288288288,24,NA,70134,26735,NA,NA,0.4959349593,26735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1761,"Phoenix",4,3396,0.185,3,10,0,13937,11,474890,-2,1,0,0,2,0,26,85051,0.8579,0.35,0,0.005,1,0.275,200,0.42,3,0,0,2,0,0,0,0,0,1,0.075,0.025,"Accrediting Commission of Career Schools and Colleges",0,6,"CollegeAmerica-Phoenix",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27752,NA,17211,17211,NA,2013,0.931837791,0.456969697,0.075064711,0.0422778257,0.3779119931,10967,0.8734,14750,0.935289042,0.2131147541,0.51,25295.5,0.142364107,0.44,0.0189818809,0.6842105263,17100,0.543030303,28,NA,28199,12663,NA,NA,0.2855910267,12663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",3937,"Phoenix",4,NA,0.0601,1,-2,0,7589,11,474915,-2,1,0,0,1,0,-2,85022,0.6796,NA,0,0,0,0.5665,233,0.3176,3,0.03,0.0043,3,0,0,0.4077,0,0,0,0.0043,0.0086,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Avalon School of Cosmetology-Phoenix",0.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13913,NA,NA,16000,2013,0.937101185,0.5387978142,0.1066545123,0.063810392,0.3846855059,22275,0.6917,9948.5,0.793072015,0.1896080219,0.382,12571,0.1969006381,0.4120218579,NA,0.9407474932,33979,0.4612021858,24,NA,49686,18971,NA,NA,0.4886052871,18971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",14639,"Phoenix",4,NA,0.0938,1,-2,0,22342,11,450845,NA,0,0,0,1,0,-2,85051,0.8395,NA,0,0.125,0,0.1563,32,0.0313,85,0.5938,0,3,0,0,0.3438,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-Metro Center",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23953,NA,NA,17300,2013,0.884841764,0.496090535,0.1148170264,0.0667064745,0.4652392732,13070,0.8272,9500,0.889704001,0.1293184338,0.375,14144,0.2151326452,0.4534979424,0.0097244733,0.9541926128,23670,0.503909465,24,NA,42072,11606,NA,NA,0.3959737269,11606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2740,"Chandler",4,NA,0.1047,1,-2,1,9265,21,455725,-2,1,0,0,1,0,-2,85224,0.8227,NA,0,0.0138,0,0.5675,363,0.259,1,0,0,3,0,0,0,0,0,0,0.0386,0.0138,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Studio Academy of Beauty",0.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15564,NA,NA,17055,2013,0.867346939,0.5431472081,0.106122449,0.0591836735,0.4428571429,16514,0.9086,6333,0.853061225,0.206122449,0.5675,6333,0.2102040816,0.3959390863,NA,0.9448979592,25826,0.4568527919,27,NA,43161,17576,NA,NA,0.3224489796,17576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2581,"Phoenix",4,5018,0.3068,4,11,0,9410,11,456348,-2,1,1,0,3,0,17,85021,0.709,0.0797,0,0,0,0.514,8917,0.0803,28,0.0696,0,3,0,0,0,0,0,0,0.0146,0.0059,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,15,"Argosy University-Phoenix Online Division",0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37108,NA,18885,18885,NA,2013,0.831939285,0.5069048736,0.0868496299,0.0526442372,0.4623072606,16368,0.6546,7145.5,0.837150263,0.1845220598,0.8188,15084,0.160498116,0.4286384662,0.0505331231,0.5833890062,26794,0.4930951264,29,NA,45932,17369,NA,NA,0.3299751476,17369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2456,"Mesa",4,4071,0.047,2,4,0,5481,21,456038,-2,1,0,0,1,0,10,85209,0.3594,0.4091,0,0.0235,0,0.589,511,0.2818,11,0.0117,0,3,0,0,0,0,0,0,0.0196,0.0274,"Accrediting Bureau of Health Education Schools",0,1,"Pima Medical Institute-East Valley",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20454,NA,NA,11397,2013,0.901007539,0.4917691908,0.0910307898,0.0530543226,0.3881490876,20013,0.5314,8445,0.757767914,0.2186993588,0.4462,8708,0.1659973226,0.4298215214,0.0095821884,0.8163883605,30506,0.5082308092,26,NA,45422,22466,NA,NA,0.3502430776,22466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4846,"Tucson",4,2778,NA,4,0,1,14885,11,446039,-2,1,0,0,4,0,26,85716,NA,NA,0,NA,0,NA,NA,NA,1,NA,NA,3,0,0,NA,0,0,0,NA,NA,"Accrediting Commission for Acupuncture and Oriental Medicine",0,18,"Arizona School of Acupuncture and Oriental Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4112,"Phoenix",4,NA,0.1019,1,-2,0,1792,11,246895,-2,1,0,0,1,0,-2,85034,0.3461,NA,0,0.0516,0,0.4428,795,0.3182,2,0.039,0,1,0,0,0.5145,0,0,0,0.0289,0.0138,"North Central Association of Colleges and Schools The Higher Learning Commission",0,-2,"Maricopa Skill Center",0.0038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14990,NA,NA,8165,2013,0.5519885,0.4502601775,0.1643507427,0.0943938668,0.5543842837,17452,0.2228,5753,0.852419741,0.2034020125,0.3371,6397,0.3066602779,0.430976431,0.0112601821,0.5706756109,23638,0.5497398225,29,NA,31024,20738,NA,NA,0.2819837087,20738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2511,"Tempe",4,NA,0.1126,1,-2,1,5993,12,262341,-2,1,0,0,1,0,-2,85282,0.5853,NA,0,0.0722,0,0.6003,693,0.176,1,0,0.0043,3,0,0,0,0,0,0,0.0202,0.0115,"Accrediting Commission of Career Schools and Colleges",0,-2,"Conservatory of Recording Arts and Sciences",0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26888,NA,NA,18659,2013,0.902671756,0.6191983122,0.0744274809,0.0391221374,0.3005725191,27500,0.794,9500,0.670801527,0.0811068702,0.2338,11688,0.1278625954,0.3502109705,0.0171755725,0.1030534351,46140,0.3808016878,24,NA,64078,18114,NA,NA,0.6097328244,18114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",5115,"Phoenix",4,5836,0.0897,2,3,0,13764,11,250601,-2,1,0,0,2,0,10,85017,0.6357,0.32,0,0.0117,0,0.4971,513,0.2729,6,0.0292,0,3,0,0,0.3021,0,0,0,0.0448,0.0448,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,1,"Carrington College-Westside",0.0097,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30204,NA,NA,49165,2013,0.899580793,0.4467726397,0.0847942073,0.048589939,0.357660061,16176,0.5349,9447,0.85632622,0.1764481707,0.6452,9500,0.1512957317,0.4501445087,0.0093368902,0.8025914634,23287,0.5532273603,26,NA,34692,17732,NA,NA,0.3275533537,17732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",11139,"Tempe",4,NA,0.0244,1,-2,1,18499,12,419156,-2,1,0,0,1,0,-2,85282,0.5952,NA,0,0,0,0.6585,41,0.2439,2,0.0244,0,3,0,0,0,0,0,0,0.0488,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Carsten Institute of Cosmetology",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16289,NA,NA,16085,2013,0.872093023,0.5306122449,NA,NA,0.3488372093,18108,0.6429,9500,0.802325581,0.1511627907,0.5366,9500,0.1434108527,NA,NA,0.9147286822,29298,0.4693877551,26,NA,43798,19187,NA,NA,0.4108527132,19187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",7824,"Tucson",4,2597,0.1214,3,6,0,20795,11,438179,-2,1,0,0,1,0,23,85711,0.7908,0.5185,0,0.0286,0,0.2714,420,0.5119,4,0.0071,0.0119,3,0,0,0,0,0,0,0.0381,0.0024,"Accrediting Council for Independent Colleges and Schools",0,6,"Brookline College-Tucson",0.0071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25553,NA,NA,14500,2013,0.917697842,0.4387678437,0.0785611511,0.0497841727,0.3723741007,13632,0.6287,9499,0.888633094,0.2046043165,0.5452,9500,0.1571223022,0.460555973,0.0166906475,0.7766906475,19367,0.5612321563,28,NA,28718,16133,NA,NA,0.2569784173,16133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5427,"Scottsdale",4,NA,0.046,1,-2,1,7936,12,105482,-2,1,0,0,1,0,-2,85257,0.5497,NA,0,0.0115,0,0.5977,87,0.1494,1,0.1494,0,3,0,0,0.4483,0,0,0,0.0345,0.0115,"Accrediting Council for Continuing Education & Training",0,-2,"Cortiva Institute-Scottsdale",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17863,NA,NA,11194,2013,0.87195122,0.5899280576,NA,NA,0.2073170732,17547,0.8079,7600,0.664634146,0.1890243902,0.6207,7917,NA,NA,NA,0.6951219512,30484,0.4100719424,30,NA,52800,23753,NA,NA,0.2317073171,23753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",9626,"Phoenix",4,NA,0,1,-2,1,10458,11,105677,-2,1,0,0,1,0,-2,85007,0.4667,NA,0,0,0,0.8462,39,0.0769,1,0,0,3,0,0,0,0,0,0,0,0.0256,"Accrediting Commission of Career Schools and Colleges",0,-2,"Roberto-Venn School of Luthiery",0.0513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20340,NA,NA,10450,2013,NA,NA,NA,NA,NA,18046,0.6167,7307,0.734177215,0.1392405063,0.0513,NA,NA,NA,NA,NA,34425,NA,29,NA,54964,18907,NA,NA,0.4303797468,18907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",6584,"Scottsdale",4,9505,0.0485,2,1,1,2294,41,105747,-2,1,0,0,2,0,3,85256,0.2196,1,0,0.0222,0,0.607,7687,0.1578,1,0.0729,0.0125,1,0,0,0.6065,0,0,0,0.0489,0.0265,"North Central Association of Colleges and Schools The Higher Learning Commission",0,4,"Scottsdale Community College",0.0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12970,NA,1974,7758,NA,2013,0.592002091,0.5808095952,0.2179822269,0.1330371145,0.6186617878,20760,0.171,3500,0.793779404,0.1157867224,0.3648,NA,0.363565081,0.3700149925,0.0081024569,0.5324098275,31752,0.4191904048,26,NA,44175,19624,NA,NA,0.4939884997,19624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",12071,"Tucson",4,10303,0.0333,4,13,1,12441,11,104179,-2,1,0,0,3,0,15,85721,0.3265,0.7352,0,0.0417,0,0.5464,31399,0.2444,1,0.0104,0.055,1,0,0,0.099,0,0,0,0.0106,0.0561,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"University of Arizona",0.0021,NA,NA,0.7692,0.76915188575335,483,600,500,630,480,590,542,565,535,21,27,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1106,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23905,NA,10391,27383,NA,2013,0.777380952,0.6809799064,0.2961734694,0.2181972789,0.625,42653,0.3962,12500,0.629421769,0.0495748299,0.091,18474,0.4100340136,0.2812184604,0.0042517007,0.5481292517,67063,0.3190200936,21,NA,77293,19453,NA,NA,0.8231292517,19453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
