"","inexpfte","ugds_2mor","city","ugds_nhpi","st_fips","avgfacsal","ugds_aian","ugds_asian","highdeg","ccugprof","main","tuitfte","ugds_nra","ugds_unkn","locale","unitid","relaffil","ugds","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pctpell","pftfac","hbcu","ugds_white","nanti","ugds_black","numbranch","control","pbi","menonly","ugds_hisp","hcm2","aanapii","hsi","pptug_ef2","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","appl_sch_pct_ge2","debt_mdn","pell_ever","par_ed_pct_ps","dep_inc_avg","ind_inc_avg","faminc_ind","veteran","dependent","pctfloan","par_ed_pct_hs","md_faminc","female","age_entry","first_gen","appl_sch_pct_ge5","appl_sch_pct_ge4","grad_debt_mdn","faminc","married","loan_ever","ug25abv","par_ed_pct_ms","age_entry_sq","agege24","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"28",5818,0.0138,"Prescott",0.0014,4,6621,0.0274,0.0107,2,1,1,2060,0.0019,0.1282,13,106148,-2,6287,1,0,0,1,0,5,86301,0.3122,0.5744,0,0.6964,0,0.011,1,1,0,0,0.1093,0,0,0,0.749,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Yavapai College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9952,NA,1824,9432,NA,2012,0.1548129982,0.3225015328,4750,0.935928878,0.4908765653,34579,18514,18514,0.0321888412,0.3482526058,0.1174,0.457960644,17678,0.5465971796,29,0.5091234347,0.055487431,0.0910484365,9587,24109,0.243715512,0.377375843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7785,0.038,"Phoenix",0.012,4,9181,0.0184,0.0019,3,5,1,13130,0,0.0494,11,103644,NA,1578,0,0,0,1,0,23,85021,0.8474,NA,0,0.4189,0,0.2719,2,3,0,0,0.1895,0,0,0,0.4658,NA,0,9,"Everest College-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22400,NA,12420,12420,NA,2012,0.1751108296,0.4065864471,6900,0.938252058,0.4085312225,29528,11848,11848,0.0183660545,0.170360988,0.7467,0.4956024626,8376,0.7368587714,29,0.5914687775,0.0481317289,0.085180494,9500,14860,0.2156428119,0.825839139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3914,0.0309,"Tucson",0.0039,4,5403,0.0247,0.0279,2,1,1,1742,0.0118,0.0137,11,105525,-2,29300,1,0,0,1,0,2,85709,0.3581,0.2855,0,0.4461,0,0.0473,1,1,0,0,0.3937,0,0,1,0.6047,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Pima Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7803,NA,1652,7784,NA,2012,0.1744295545,0.3944223108,4743,0.911626222,0.5027083697,34269,16786,16786,0.0088373778,0.4421586382,0.1818,0.4197099423,18010,0.5348786671,26,0.4972916303,0.0597609562,0.1018471568,8385,24516,0.1565374864,0.420862007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1837,0.0207,"Phoenix",0.0041,4,5792,0.0093,0.0399,4,5,1,10550,2e-04,0.1781,11,104717,-2,30890,1,0,0,3,0,17,85017,0.53,1,0,0.4034,0,0.2279,1,3,0,0,0.1163,0,0,0,0.8118,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Grand Canyon University",NA,NA,0.3237,0.3237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30235,NA,17000,17000,NA,2012,0.2322578884,0.490282782,6958,0.762965389,0.4996347942,59344,34658,34658,0.0101812425,0.1551479419,0.6258,0.4422642762,22976,0.7747570695,33,0.5003652058,0.0748717109,0.1265149034,18750,38488,0.3596462496,0.889998908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",6566,0.0556,"Tucson",0,4,NA,0.037,0,1,-2,1,10287,0,0,11,103954,-2,54,1,0,0,1,0,-2,85712,0.5851,NA,0,0.4259,0,0.0556,1,3,0,0,0.4259,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Arizona Academy of Beauty-East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15222,NA,NA,14060,2012,NA,NA,4750,NA,0.5909090909,22708,12562,12562,NA,0.2375,0.5851,NA,6977,NA,28,0.4090909091,NA,NA,5500,14972,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",5491,0.0097,"Phoenix",0.0022,4,9051,0.0485,0.033,2,1,1,2394,0.004,0.0776,11,105145,-2,5996,1,0,0,1,0,9,85034,0.3382,1,0,0.3951,0,0.1124,2,1,0,0,0.3175,0,0,1,0.7799,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"GateWay Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12465,NA,1854,7638,NA,2012,0.2791889007,0.529135539,5500,0.859124867,0.4557305812,31824,21650,21650,0.0104589114,0.2640341515,0.2654,0.4236827811,18194,0.5763073639,29,0.5442694188,0.0830309498,0.1447171825,6946,24336,0.2192102455,0.602774813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3365,0.0594,"Phoenix",0.0073,4,NA,0.0227,0.005,1,-2,1,9773,0.0012,0.0451,11,105215,-2,2594,1,0,0,1,0,-2,85027,0.5454,NA,0,0.7251,0,0.0297,3,3,0,0,0.1045,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29941,NA,NA,27950,2012,0.0619014014,0.1995160803,15999,0.78768021,0.4663941325,53138,22010,22010,0.0406290957,0.467688275,0.7254,0.4798605266,24569,0.0356890816,26,0.5336058675,0.0157273919,0.0292368182,18359.5,36568,0.1730013106,0.914406694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2802,0,"Scottsdale",0,4,NA,0.0167,0.0333,1,-2,0,8111,0,0.0167,21,480347,-2,60,1,0,0,1,0,-2,85250,0.4464,NA,0,0.6833,0,0.05,3,3,0,0,0.2,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"International School of Cosmetology-Toni & Guy Hairdressing Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20647,NA,NA,16100,2012,0.2381930185,0.4291581109,10556,0.788501027,0.5639810427,52203,17456,17456,0.0308008214,0.4722792608,0.6071,0.3672985782,20091,0.8336755647,24,0.4360189573,0.0862422998,0.1457905544,17586.5,33866,0.1088295688,0.950718686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",3472,NA,"Tempe",NA,4,NA,NA,NA,1,-2,0,2434,NA,NA,12,484899,-2,NA,1,0,0,1,0,-2,85284,NA,NA,0,NA,0,NA,2,3,0,0,NA,0,0,0,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Aveda Institute-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1944,0,"Fountain Hills",0,4,NA,0,0,1,-2,1,10364,0,0,21,404037,-2,18,1,0,0,1,0,-2,85268,0.3704,NA,0,0.7778,0,0.1111,1,3,0,0,0.1111,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"American Institute of Interior Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21670,NA,NA,11900,2012,NA,NA,8313,NA,NA,NA,NA,NA,NA,NA,0.5556,NA,13482,NA,34,NA,NA,NA,NA,30710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4914,0.0594,"Scottsdale",0,4,NA,0,0.0099,1,-2,1,9941,0,0.0099,11,460914,-2,202,1,0,0,1,0,-2,85254,0.3075,NA,0,0.7822,0,0.0099,1,3,0,0,0.1287,0,0,0,0,"Council on Occupational Education",0,-2,"Penrose Academy",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18204,NA,NA,15900,2012,0.158490566,0.3245283019,10556,0.686792453,0.6208333333,74272,30952,30952,NA,0.4490566038,0.5497,NA,24888,NA,25,0.3791666667,NA,NA,10556,50405,0.1471698113,0.943396226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1761,0.0052,"Phoenix",0.0236,4,3396,0.1178,0.0052,3,10,0,13937,0,0.0026,11,474890,-2,382,1,0,0,2,0,26,85051,0.9233,0.35,0,0.3534,1,0.1832,3,2,0,0,0.3089,0,0,1,0,"Accrediting Commission of Career Schools and Colleges",0,6,"CollegeAmerica-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26110,NA,16154,16154,NA,2012,0.1455223881,0.390858209,12273,0.944962687,0.4564102564,28724,13384,13384,0.0223880597,0.2350746269,0.9816,0.4487179487,10960,0.7210820896,28,0.5435897436,0.0354477612,0.0662313433,24498.5,16990,0.2406716418,0.931902985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",3937,0,"Phoenix",0,4,NA,0.0508,0.0212,1,-2,0,7589,0,0.0339,11,474915,-2,236,1,0,0,1,0,-2,85022,0.9659,NA,0,0.5763,0,0.0424,3,3,0,0,0.2754,0,0,0,0.411,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Avalon School of Cosmetology-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14160,NA,NA,16000,2012,0.1587867975,0.3586083854,9500,0.821587868,0.5165775401,51991,18133,18133,NA,0.45941124,0.761,0.4310160428,22173,0.9330954505,24,0.4834224599,0.041926851,0.0802854594,11568,33688,0.1882247993,0.922390723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",14639,0.0408,"Phoenix",0,4,NA,0,0,1,-2,0,22342,0,0.8163,11,450845,NA,49,0,0,0,1,0,-2,85051,0.7387,NA,0,0.0612,0,0.0408,85,3,0,0,0.0408,0,0,0,0.3878,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-Metro Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24922,NA,NA,17525,2012,0.2015557609,0.4590264941,9000,0.889864449,0.4882677386,43448,12142,12142,0.0078558226,0.3887861984,0.7658,0.4585397775,13603,0.9554836722,24,0.5117322614,0.0593037585,0.102202711,14144,24314,0.1386321627,0.893638324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2740,0.0052,"Chandler",0.0052,4,NA,0.0155,0.0155,1,-2,1,9265,0,0.0259,21,455725,-2,193,1,0,0,1,0,-2,85224,0.6592,NA,0,0.5596,0,0.0881,1,3,0,0,0.285,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Studio Academy of Beauty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13457,NA,NA,16655,2012,0.2135678392,0.4447236181,6333,0.841708543,0.516025641,42990,18547,18547,NA,0.3065326633,0.758,0.4262820513,16567,0.9522613065,27,0.483974359,0.0577889447,0.1055276382,7000,26039,0.2185929648,0.874371859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2581,0,"Phoenix",0.0076,4,5018,0.0151,0.0055,4,11,0,9410,0,0.0572,11,456348,-2,7883,1,1,0,3,0,17,85021,0.7549,0.0797,0,0.5252,0,0.3109,28,3,0,0,0.0785,0,0,0,0,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,15,"Argosy University-Phoenix Online Division",NA,NA,NA,0.6244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40966,NA,18885,18885,NA,2012,0.1753886993,0.5390053632,6146.5,0.85131914,0.5038725457,46509,16939,16939,0.0411452408,0.3204398938,0.7275,0.4261159046,16074,0.6001950268,29,0.4961274543,0.0500839699,0.0861368438,9791,26415,0.1866298283,0.811013598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2456,0.0199,"Mesa",0,4,4071,0.0219,0.0199,2,4,0,5481,0,0.0299,21,456038,-2,502,1,0,0,1,0,10,85209,0.4079,0.4091,0,0.6255,0,0.0319,11,3,0,0,0.251,0,0,0,0,"Accrediting Bureau of Health Education Schools",0,1,"Pima Medical Institute-East Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19939,NA,NA,11070,2012,0.1526846821,0.3697170677,7942,0.789176603,0.4943206081,45997,22804,22804,0.0093840401,0.3371904325,0.5941,0.4320608079,20438,0.8133069922,27,0.5056793919,0.0445918295,0.0775418048,8708,30624,0.2270514358,0.906653496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4846,NA,"Tucson",NA,4,2778,NA,NA,4,0,1,14885,NA,NA,11,446039,-2,NA,1,0,0,4,0,26,85716,NA,NA,0,NA,0,NA,1,3,0,0,NA,0,0,0,NA,"Accrediting Commission for Acupuncture and Oriental Medicine",0,18,"Arizona School of Acupuncture and Oriental Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4112,0.0566,"Phoenix",0.0089,4,NA,0.0233,0.0211,1,-2,0,1792,0,0.0289,11,246895,-2,901,1,0,0,1,0,-2,85034,0.3825,NA,0,0.4173,0,0.121,2,1,0,0,0.323,0,0,0,0.6149,"North Central Association of Colleges and Schools The Higher Learning Commission",0,-2,"Maricopa Skill Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14409,NA,NA,8305,2012,0.2791889007,0.529135539,5500,0.859124867,0.4557305812,31824,21650,21650,0.0104589114,0.2640341515,0.2687,0.4236827811,18194,0.5763073639,29,0.5442694188,0.0830309498,0.1447171825,6946,24336,0.2192102455,0.602774813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2511,0.0801,"Tempe",0.0014,4,NA,0.0114,0.0086,1,-2,1,5993,0.0014,0,12,262341,-2,699,1,0,0,1,0,-2,85282,0.5966,NA,0,0.5808,0,0.1388,1,3,0,0,0.1774,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Conservatory of Recording Arts and Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30208,NA,NA,16150,2012,0.1162162162,0.2792792793,9500,0.70990991,0.6395582329,63557,19105,19105,0.0153153153,0.5864864865,0.8197,0.3303212851,27035,0.0900900901,24,0.3604417671,0.0414414414,0.072972973,11688,45175,0.0891891892,0.905405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",5115,0.0111,"Phoenix",0.0037,4,5836,0.0351,0.0314,2,3,0,13764,0,0.0203,11,250601,-2,542,1,0,0,2,0,10,85017,0.5,0.32,0,0.5424,0,0.0793,6,3,0,0,0.2768,0,0,0,0,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,1,"Carrington College-Westside",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28714,NA,NA,47575,2012,0.1406314063,0.3544485445,9198.5,0.888068881,0.4484549468,36736,18658,18658,0.0092250923,0.3214432144,0.6,0.4526097118,16520,0.7900779008,27,0.5515450532,0.0444854449,0.0758507585,9500,24469,0.1857318573,0.905699057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",11139,0.0392,"Tempe",0,4,NA,0.0196,0.0392,1,-2,1,18499,0,0,12,419156,-2,51,1,0,0,1,0,-2,85282,0.4961,NA,0,0.6667,0,0.0588,2,3,0,0,0.1765,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Carsten Institute of Cosmetology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15025,NA,NA,16085,2012,0.149825784,0.3763066202,8350,0.780487805,0.5223214286,58520,20466,20466,NA,0.425087108,0.5426,0.4285714286,19820,0.8989547038,26,0.4776785714,NA,NA,8350,36642,0.1358885017,0.898954704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",7824,0.0324,"Tucson",0.0057,4,2597,0.0363,0.0057,3,6,0,20795,0,0.0134,11,438179,-2,524,1,0,0,1,0,23,85711,0.77,0.5185,0,0.2615,0,0.0897,4,3,0,0,0.5553,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"Brookline College-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27492,NA,NA,14500,2012,0.1322333812,0.3345289335,9500,0.920133907,0.436716792,28335,14767,14767,0.0193687231,0.2489239598,0.5816,0.4520676692,12830,0.7869440459,28,0.563283208,0.0332376853,0.0607364897,9500,18144,0.2020564323,0.926590148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5427,0.0087,"Scottsdale",0.0087,4,NA,0.0435,0.0174,1,-2,1,7936,0,0.0957,12,105482,-2,115,1,0,0,1,0,-2,85257,0.5212,NA,0,0.6957,0,0,1,3,0,0,0.1304,0,0,0,0.4522,"Accrediting Council for Continuing Education & Training",0,-2,"Cortiva Institute-Scottsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17984,NA,NA,11175,2012,NA,NA,7917,0.690140845,0.6422764228,67175,20713,20713,NA,0.2535211268,0.6606,NA,22156,0.6478873239,30,0.3577235772,NA,NA,7917,32492,0.1690140845,0.873239437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",9626,0,"Phoenix",0,4,NA,0,0,1,-2,1,10458,0.0333,0,11,105677,-2,30,1,0,0,1,0,-2,85007,0.4103,NA,0,0.9,0,0.0333,1,3,0,0,0.0333,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Roberto-Venn School of Luthiery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19554,NA,NA,10450,2012,NA,NA,7315,0.686046512,NA,75881,23867,23867,NA,0.4069767442,0.5897,NA,20315,NA,30,NA,NA,NA,NA,45036,0.1860465116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",6584,0.0183,"Scottsdale",0.0038,4,9505,0.0481,0.0233,2,1,1,2294,0.0112,0.0778,41,105747,-2,7865,1,0,0,2,0,3,85256,0.2226,1,0,0.6178,0,0.0487,1,1,0,0,0.151,0,0,0,0.5892,"North Central Association of Colleges and Schools The Higher Learning Commission",0,4,"Scottsdale Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12024,NA,1854,7638,NA,2012,0.3466997071,0.6134264474,3500,0.805586844,0.5657523712,45155,19621,19621,0.0103626943,0.4737553503,0.1793,0.3906690592,21167,0.5300743411,26,0.4342476288,0.1211984681,0.2018472629,NA,31718,0.1313358865,0.624014418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",12071,0.0415,"Tucson",0.0021,4,10303,0.0108,0.0556,4,13,1,12441,0.0487,0.013,11,104179,-2,31217,1,0,0,3,0,15,85721,0.336,0.7352,0,0.5656,0,0.0324,1,1,0,0,0.2302,0,0,0,0.101,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"University of Arizona",NA,NA,0.7139,0.7139,480,600,490,620,480,600,540,555,540,21,27,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1099,1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23153,NA,10035,26231,NA,2012,0.3786518688,0.5858495185,12000,0.65244002,0.6800702371,78222,20221,20221,0.0048147544,0.8233229966,0.4132,0.2867427568,43798,0.5551656602,21,0.3199297629,0.197404929,0.2713399706,17736.5,67975,0.0496980578,0.810347642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",3443,0,"Tucson",0.0027,4,NA,0.0133,0.0053,1,-2,1,12540,0,0.0505,11,105987,-2,376,1,0,0,1,0,-2,85711,0.6117,NA,0,0.3005,0,0.0745,1,3,0,0,0.5532,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,-2,"Tucson College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22044,NA,NA,13320,2012,0.0849282297,0.2248803828,8689.5,0.961722488,0.4314049587,26732,12392,12392,0.014354067,0.2368421053,0.532,0.4909090909,11671,0.5622009569,28,0.5685950413,0.0179425837,0.0406698565,9498,15788,0.2177033493,0.931818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
