"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pftfac","hbcu","nanti","numbranch","control","pbi","menonly","hcm2","aanapii","hsi","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ugds","ug","ugds_white","ugds_black","ugds_hisp","ugds_asian","ugds_aian","ugds_nhpi","ugds_2mor","ugds_nra","ugds_unkn","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","pptug_ef2","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","pctpell","year","pctfloan","ug25abv","par_ed_pct_ms","par_ed_pct_hs","par_ed_pct_ps","appl_sch_pct_ge2","appl_sch_pct_ge3","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","debt_mdn","grad_debt_mdn","loan_ever","pell_ever","age_entry","age_entry_sq","agege24","female","married","dependent","veteran","first_gen","faminc","md_faminc","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"28",5818,"Prescott",4,6621,2,1,1,2060,13,106148,-2,1,0,0,1,0,5,86301,0.5744,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Yavapai College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5085,NA,0.7554,0.0098,0.096,0.012,0.0287,6e-04,0,0.0018,0.0958,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.6541,8062,NA,1392,8062,NA,0.1413,2009,0.0944,0.5906,NA,0.456445993,0.4952090592,0.2555803571,0.0985863095,0.0457589286,0.0245535714,34774,21314,3500,7938,0.339657738,0.924107143,29,NA,NA,0.5870535714,0.2488839286,0.3571428571,0.0613839286,0.5047909408,26121,19597,21314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7785,"Phoenix",4,9181,3,5,1,13130,11,103644,NA,0,0,0,1,0,23,85021,NA,0,0,2,3,0,0,0,0,0,NA,0,9,"Everest College-Phoenix",NA,NA,0.7086,0.6798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4688,NA,0.4426,0.26,0.1284,0.009,0.0273,4e-04,0.0062,0,0.1261,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.134,30261,NA,15024,15024,NA,0.7014,2009,0.8937,0.4927,NA,0.5268562401,0.3912209434,0.3176145406,0.0990870257,0.0398693358,0.018510763,30085,16350,7389,9454,0.902420638,0.924616802,29,NA,NA,0.7255214005,0.2893039618,0.1105620236,0.0527682385,0.6087790566,17868,12022,16350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",3914,"Tucson",4,5403,2,1,1,1742,11,105525,-2,1,0,0,1,0,2,85709,0.2855,0,0,1,1,0,0,0,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Pima Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33232,NA,0,0,0,0,0,0,0,0.0122,0.118,0.4761,0.0408,0.033,0.028,0.2919,NA,NA,NA,NA,NA,NA,NA,0.6549,6756,NA,1352,6332,NA,0.1732,2009,0.1103,0.4278,NA,0.427595386,0.5046140195,0.2820776172,0.0911158389,0.0449710219,0.0222287433,39940,19404,4500,7125,0.493727533,0.879759372,26,NA,NA,0.5461814981,0.1916954002,0.420878879,0.0441640379,0.4953859805,28047,19963,19404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1837,"Phoenix",4,5792,4,5,1,10550,11,104717,-2,1,0,0,3,0,17,85017,1,0,0,1,3,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Grand Canyon University",NA,NA,0.9998,0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18919,NA,0,0,0,0,0,0,0,0.0024,0.7949,0.1112,0.0634,0.0066,0.0038,0.0178,NA,NA,NA,NA,NA,NA,NA,0.7358,29860,NA,17060,17060,NA,0.4217,2009,0.7454,0.8226,NA,0.4629712111,0.4758877596,0.4004395028,0.1729148217,0.0855062482,0.0442454656,58749,35101,6417,17125,0.969234806,0.72780347,35,NA,NA,0.7533864673,0.4048673292,0.0843254944,0.0610384073,0.5241122404,37095,24244,35101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",6566,"Tucson",4,NA,1,-2,1,10287,11,103954,-2,1,0,0,1,0,-2,85712,NA,0,0,1,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Arizona Academy of Beauty-East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,0,0,0,0,0,0,0,0.0244,0.0122,0.4146,0.122,0,0,0.4268,NA,NA,NA,NA,NA,NA,NA,0,NA,24060,NA,NA,13060,0.3158,2009,0.3684,0.378,NA,NA,0.4871794872,NA,NA,NA,NA,42480,16692,5500,8250,NA,0.877777778,27,NA,NA,NA,0.3222222222,0.2444444444,NA,0.5128205128,22996,15789,16692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",5491,"Phoenix",4,9051,2,1,1,2394,11,105145,-2,1,0,0,1,0,9,85034,1,0,0,2,1,0,0,0,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"GateWay Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7335,NA,0,0,0,0,0,0,0,0.0046,0.074,0.4787,0.0983,0.0391,0.0414,0.2638,NA,NA,NA,NA,NA,NA,NA,0.8468,12718,NA,1734,7518,NA,0.1491,2009,0.1716,0.5629,NA,0.4205197435,0.4866689166,0.409214831,0.169302072,0.0790621592,0.040348964,41040,28347,7202,6500,0.697655398,0.787622683,30,NA,NA,0.6090512541,0.2666303162,0.2273718648,0.0411668484,0.5133310834,31233,24420,28347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",3365,"Phoenix",4,NA,1,-2,1,9773,11,105215,-2,1,0,0,1,0,-2,85027,NA,0,0,3,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3197,NA,0.7507,0.0219,0.102,0.0084,0.0231,0.0016,0.0213,0,0.071,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,73643,NA,NA,23450,0.3312,2009,0.5412,0.4632,NA,0.4775676678,0.4818316648,0.1341917468,0.0328886131,0.0127210673,0.0066708036,63657,25198,13166,16375,0.955708967,0.704778157,25,NA,NA,0.0316475334,0.1514117282,0.5055072913,0.1071982625,0.5181683352,44639,29862,25198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2802,"Scottsdale",4,NA,1,-2,0,8111,21,480347,-2,1,0,0,1,0,-2,85250,NA,0,0,3,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"International School of Cosmetology-Toni & Guy Hairdressing Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",3472,"Tempe",4,NA,1,-2,0,2434,12,484899,-2,1,0,0,1,0,-2,85284,NA,0,0,2,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Aveda Institute-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1944,"Fountain Hills",4,NA,1,-2,1,10364,21,404037,-2,1,0,0,1,0,-2,85268,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"American Institute of Interior Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4914,"Scottsdale",4,NA,1,-2,1,9941,11,460914,-2,1,0,0,1,0,-2,85254,NA,0,0,1,3,0,0,0,0,0,"Council on Occupational Education",0,-2,"Penrose Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1761,"Phoenix",4,3396,3,10,0,13937,11,474890,-2,1,0,0,2,0,26,85051,0.35,0,1,3,2,0,0,0,0,1,"Accrediting Commission of Career Schools and Colleges",0,6,"CollegeAmerica-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",3937,"Phoenix",4,NA,1,-2,0,7589,11,474915,-2,1,0,0,1,0,-2,85022,NA,0,0,3,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Avalon School of Cosmetology-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",14639,"Phoenix",4,NA,1,-2,0,22342,11,450845,NA,0,0,0,1,0,-2,85051,NA,0,0,85,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-Metro Center",NA,NA,1,0.8731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,0.0094,0,0.0189,0,0,0,0,0,0.9717,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.4151,NA,27744,NA,NA,16820,0.5941,2009,0.7471,0.3113,NA,0.4846538187,0.4709731144,0.3613445378,0.1291151755,0.0530894711,0.0272862086,56003,18082,7500,10900,0.911814137,0.791992091,24,NA,NA,0.9511616411,0.164211567,0.403954523,0.007909046,0.5290268856,33400,19299,18082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2740,"Chandler",4,NA,1,-2,1,9265,21,455725,-2,1,0,0,1,0,-2,85224,NA,0,0,1,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Studio Academy of Beauty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,0.697,0.1061,0.1818,0.0152,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,22587,NA,NA,14300,0.2404,2009,0.3365,0.3971,NA,NA,0.5254237288,0.3333333333,NA,NA,NA,67483,22785,5500,6333,0.907801418,0.758865248,26,NA,NA,NA,0.219858156,0.3687943262,NA,0.4745762712,39270,22017,22785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2581,"Phoenix",4,5018,4,11,0,9410,11,456348,-2,1,1,0,3,0,17,85021,0.0797,0,0,28,3,0,0,0,0,0,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,15,"Argosy University-Phoenix Online Division",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3044,NA,0.5095,0.2615,0.0775,0.0069,0.0095,0,0.024,0.0039,0.1071,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.2976,38852,NA,18732,18732,NA,0.5613,2009,0.881,0.8173,NA,0.4487641607,0.4961380021,0.4073247297,0.1558423439,0.0723404255,0.0387861877,52205,27249,7926,22000,0.92814789,0.749564004,33,NA,NA,0.7555633066,0.2927799093,0.154795954,0.06041158,0.5038619979,31112,21272,27249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2456,"Mesa",4,4071,2,4,0,5481,21,456038,-2,1,0,0,1,0,10,85209,0.4091,0,0,11,3,0,0,0,0,0,"Accrediting Bureau of Health Education Schools",0,1,"Pima Medical Institute-East Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,0.5958,0.0333,0.2,0.0396,0.0396,0,0.0208,0,0.0708,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,18799,NA,NA,9700,0.4291,2009,0.7311,0.5996,NA,0.4480057549,0.4816561426,0.2182751266,0.0657158091,0.0289256198,0.013796321,52028,25477,7500,7500,0.931085044,0.726672887,28,NA,NA,0.8191149027,0.259997334,0.288856305,0.0327912557,0.5183438574,33147,21811,25477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4846,"Tucson",4,2778,4,0,1,14885,11,446039,-2,1,0,0,4,0,26,85716,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission for Acupuncture and Oriental Medicine",0,18,"Arizona School of Acupuncture and Oriental Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4112,"Phoenix",4,NA,1,-2,0,1792,11,246895,-2,1,0,0,1,0,-2,85034,NA,0,0,2,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,-2,"Maricopa Skill Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,NA,0,0,0,0,0,0,0,0.0033,0.0511,0.4451,0.131,0.03,0.0433,0.2963,NA,NA,NA,NA,NA,NA,NA,0.0211,NA,17982,NA,NA,7674,0.1134,2009,0.1034,0.4261,NA,0.4205197435,0.4866689166,0.409214831,0.169302072,0.0790621592,0.040348964,41040,28347,7202,6500,0.697655398,0.787622683,30,NA,NA,0.6090512541,0.2666303162,0.2273718648,0.0411668484,0.5133310834,31233,24420,28347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2511,"Tempe",4,NA,1,-2,1,5993,12,262341,-2,1,0,0,1,0,-2,85282,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Conservatory of Recording Arts and Sciences",NA,NA,0.4094,0.4094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,NA,0.664,0.1242,0.1405,0.0143,0.0367,0,0.0204,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,31973,NA,NA,16150,0.3823,2009,0.7385,0.3035,NA,0.3513248283,0.6231599607,0.1983985765,0.0613879004,0.0302491103,0.0133451957,79793,20285,8125,9625,0.953736655,0.573843416,24,NA,NA,0.0774021352,0.0898576512,0.5596085409,0.0498220641,0.3768400393,53586,34122,20285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",5115,"Phoenix",4,5836,2,3,0,13764,11,250601,-2,1,0,0,2,0,10,85017,0.32,0,0,6,3,0,0,0,0,0,"Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges",0,1,"Carrington College-Westside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",11139,"Tempe",4,NA,1,-2,1,18499,12,419156,-2,1,0,0,1,0,-2,85282,NA,0,0,2,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Carsten Institute of Cosmetology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,0,0,0,0,0,0,0,0,0.0412,0.7629,0,0.0206,0.0206,0.1546,NA,NA,NA,NA,NA,NA,NA,0,NA,30229,NA,NA,12800,0.3234,2009,0.5988,0.3402,NA,0.3776978417,0.5827338129,0.273556231,NA,NA,NA,68510,23485,7156,7500,0.902735562,0.656534954,26,NA,NA,0.8875379939,0.1550151976,0.3890577508,NA,0.4172661871,41003,24226,23485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",7824,"Tucson",4,2597,3,6,0,20795,11,438179,-2,1,0,0,1,0,23,85711,0.5185,0,0,4,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"Brookline College-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,NA,0,0,0,0,0,0,0,0,0.0376,0.2116,0.1285,0.0063,0.0549,0.5611,NA,NA,NA,NA,NA,NA,NA,0,NA,20075,NA,NA,12750,0.9389,2009,0.9232,0.4671,NA,0.4839802032,0.4006251628,0.2190650779,0.0656278643,0.0271310724,0.0142988084,25071,12998,8021.5,9500,0.910174152,0.960586618,28,NA,NA,0.7937671861,0.1992667278,0.1846012832,0.0170485793,0.5993748372,15227,9814,12998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5427,"Scottsdale",4,NA,1,-2,1,7936,12,105482,-2,1,0,0,1,0,-2,85257,NA,0,0,1,3,0,0,0,0,0,"Accrediting Council for Continuing Education & Training",0,-2,"Cortiva Institute-Scottsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,0,0,0,0,0,0,0,0,0.0581,0.7267,0.0581,0.0291,0.0291,0.0988,NA,NA,NA,NA,NA,NA,NA,0.4302,NA,18099,NA,NA,10650,0.4536,2009,0.8179,0.6221,NA,0.3388429752,0.6074380165,0.2261484099,NA,NA,NA,65133,32758,8332,9500,0.964664311,0.611307421,30,NA,NA,0.7738515901,0.2296819788,0.2756183746,0.0777385159,0.3925619835,41681,28838,32758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",9626,"Phoenix",4,NA,1,-2,1,10458,11,105677,-2,1,0,0,1,0,-2,85007,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Roberto-Venn School of Luthiery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,0.9429,0,0,0.0286,0,0,0,0.0286,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,18217,NA,NA,9950,0.1389,2009,0.4722,0.3429,NA,NA,NA,NA,NA,NA,NA,87142,27501,7315,NA,NA,0.479452055,28,NA,NA,NA,0.1643835616,0.397260274,NA,NA,51194,31929,27501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",6584,"Scottsdale",4,9505,2,1,1,2294,41,105747,-2,1,0,0,2,0,3,85256,1,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,4,"Scottsdale Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7026,NA,0,0,0,0,0,0,0,0.0134,0.1022,0.6691,0.0428,0.0252,0.0421,0.1052,NA,NA,NA,NA,NA,NA,NA,0.5642,12041,NA,1734,7518,NA,0.1014,2009,0.1248,0.376,NA,0.3682034976,0.5984101749,0.4775028121,0.2103487064,0.107424072,0.0615860517,54934,24983,3832,8082,0.70359955,0.715410574,26,NA,NA,0.53712036,0.1220472441,0.4797525309,0.0340269966,0.4015898251,39352,25926,24983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",12071,"Tucson",4,10303,4,13,1,12441,11,104179,-2,1,0,0,3,0,15,85721,0.7352,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"University of Arizona",NA,NA,0.78,0.78,480,600,490,620,NA,NA,540,555,NA,21,27,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1099,1099,30036,NA,0.6331,0.0314,0.1832,0.0545,0.0124,0.001,0.0316,0.0304,0.0223,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.1014,18008,NA,6855,22264,NA,0.2207,2009,0.3261,0.111,NA,0.2698183915,0.7040453541,0.4575379126,0.2402319358,0.1617305977,0.1137377342,86405,21201,10212.5,15000,0.844692239,0.637466548,21,NA,NA,0.5509366637,0.0551293488,0.8123104371,0.0198037467,0.2959546459,74167,48023,21201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",3443,"Tucson",4,NA,1,-2,1,12540,11,105987,-2,1,0,0,1,0,-2,85711,NA,0,0,1,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,-2,"Tucson College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,NA,0.351,0.0719,0.4567,0.0063,0.0254,0,0,0,0.0888,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,20055,NA,NA,12885,0.6709,2009,0.6076,0.5391,NA,0.4888613861,0.4331683168,0.149822695,0.0336879433,NA,NA,27645,14268,7265,8443,0.82712766,0.937056738,28,NA,NA,0.6507092199,0.2429078014,0.2074468085,0.030141844,0.5668316832,17043,11620,14268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",3883,"Tucson",4,5464,3,11,0,10380,11,104364,-2,1,0,0,2,0,23,85712,0.0893,0,0,33,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"Brown Mackie College-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,NA,0.3321,0.1041,0.2406,0.0197,0.0682,0.0018,0.0036,0,0.2298,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,22113,NA,11124,11124,NA,0.7752,2009,0.8269,0.6032,NA,0.5533108866,0.3796296296,0.6227130745,0.1735832218,0.0504239179,0.0207496653,31599,16863,7000,10600,0.491298527,0.946006247,29,NA,NA,0.7331548416,0.2510040161,0.187416332,0.0477465417,0.6203703704,19624,14364,16863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
